"";"ED";"ES"
"Micoureus paraguayanus";0,00164235572213829;8,03265788837378e-67
"Micoureus constantiae";0,00164235572213829;1,60653157767476e-66
"Micoureus alstoni";0,00164235572213829;3,21306315534951e-66
"Micoureus phaeus";0,00164235572213829;6,42612631069902e-66
"Monodelphis emiliae";0,000230354772328301;0
"Monodelphis osgoodi";0,000230354772328301;0
"Monodelphis umbristriata";0,000230354772328301;0
"Monodelphis theresa";0,000230354772328301;0
"Monodelphis sorex";0,000230354772328301;0
"Monodelphis scalops";0,000230354772328301;0
"Monodelphis rubida";0,000230354772328301;0
"Monodelphis palliolata";0,000230354772328301;0
"Monodelphis unistriata";0,000230354772328301;0
"Monodelphis kunsi";0,000230354772328301;0
"Monodelphis glirina";0,000230354772328301;0
"Monodelphis domestica";0,000230354772328301;0
"Monodelphis dimidiata";0,000230354772328301;0
"Monodelphis brevicaudata";0,000230354772328301;0
"Monodelphis americana";0,000230354772328301;0
"Monodelphis adusta";0,000230354772328301;0
"Monodelphis maraxina";0,000230354772328301;0
"Monodelphis iheringi";0,000230354772328301;0
"Philander andersoni";0,0107663286827312;2,82816537582332e-08
"Philander opossum";0,0107663286827312;2,82816537582332e-08
"Philander mcilhennyi";0,0107663286827312;5,65633075164665e-08
"Philander frenatus";0,0107663286827312;1,13126615032933e-07
"Thylamys pusillus";0,00164235572213829;1,2852252621398e-65
"Thylamys venustus";0,00164235572213829;2,57045052427961e-65
"Thylamys tatei";0,00164235572213829;5,14090104855922e-65
"Thylamys sponsorius";0,00164235572213829;1,02818020971184e-64
"Thylamys velutinus";0,00164235572213829;2,05636041942369e-64
"Thylamys macrurus";0,00164235572213829;4,11272083884737e-64
"Thylamys karimii";0,00164235572213829;8,22544167769475e-64
"Thylamys cinderella";0,00164235572213829;1,64508833553895e-63
"Thylamys elegans";0,0150189150417297;0,00185346646069957
"Thylamys pallidior";0,00164235572213829;3,2901766710779e-63
"Tlacuatzin canescens";0,00056934889082708;7,07530276986866e-200
"Caenolestes caniventer";0,000230354772328301;0
"Caenolestes condorensis";0,000230354772328301;0
"Caenolestes convelatus";0,000230354772328301;0
"Caenolestes fuliginosus";0,000230354772328301;0
"Lestoros inca";0,000420223467052952;1,43158675843471e-210
"Rhyncholestes raphanurus";0,000230354772328301;0
"Dromiciops gliroides";0,00164235572213829;6,5803533421558e-63
"Notoryctes caurinus";0,000420223467052952;2,86317351686942e-210
"Notoryctes typhlops";0,000420223467052952;5,72634703373885e-210
"Myrmecobius fasciatus";0,00097660893086848;1,66579204854035e-106
"Dasycercus cristicauda";0,000420223467052952;1,14526940674777e-209
"Dasykaluta rosamondae";0,000230354772328301;0
"Dasyuroides byrnei";0,000230354772328301;0
"Dasyurus spartacus";0,000230354772328301;0
"Dasyurus albopunctatus";0,000230354772328301;0
"Dasyurus viverrinus";0,000420223467052952;2,29053881349554e-209
"Dasyurus geoffroii";0,000230354772328301;0
"Dasyurus maculatus";0,000230354772328301;0
"Dasyurus hallucatus";0,000420223467052952;4,58107762699108e-209
"Myoictis melas";0,000230354772328301;0
"Myoictis wallacii";0,000230354772328301;0
"Neophascogale lorentzi";0,019641973679661;6,66704363278287e-05
"Parantechinus apicalis";0,00954812638707777;7,11092729018208e-09
"Phascolosorex doriae";0,0150189150417297;0,00370693292139915
"Phascolosorex dorsalis";0,0150189150417297;0,00741386584279829
"Pseudantechinus bilarni";0,00056934889082708;1,41506055397373e-199
"Pseudantechinus woolleyae";0,000230354772328301;0
"Pseudantechinus roryi";0,000230354772328301;0
"Pseudantechinus ningbing";0,000230354772328301;0
"Pseudantechinus macdonnellensis";0,000230354772328301;0
"Pseudantechinus mimulus";0,000230354772328301;0
"Sarcophilus harrisii";0,000230354772328301;0
"Antechinus leo";0,000230354772328301;0
"Antechinus subtropicus";0,000230354772328301;0
"Antechinus stuartii";0,000230354772328301;0
"Antechinus minimus";0,000230354772328301;0
"Antechinus flavipes";0,000230354772328301;0
"Antechinus bellus";0,000230354772328301;0
"Antechinus agilis";0,000230354772328301;0
"Antechinus adustus";0,000230354772328301;0
"Antechinus swainsonii";0,000230354772328301;0
"Antechinus godmani";0,000230354772328301;0
"Micromurexia habbema";0,000230354772328301;0
"Murexechinus melanurus";0,000420223467052952;9,16215525398216e-209
"Murexia longicaudata";0,0184116847123255;3,30033286996044e-05
"Paramurexia rothschildi";0,000420223467052952;1,83243105079643e-208
"Phascomurexia naso";0,000420223467052952;3,66486210159286e-208
"Phascogale calura";0,00056934889082708;2,83012110794746e-199
"Phascogale tapoatafa";0,00056934889082708;5,66024221589493e-199
"Antechinomys laniger";0,000230354772328301;0
"Ningaui yvonnae";0,000230354772328301;0
"Ningaui ridei";0,000230354772328301;0
"Ningaui timealeyi";0,000230354772328301;0
"Sminthopsis griseoventer";0,000230354772328301;0
"Sminthopsis virginiae";0,000230354772328301;0
"Sminthopsis psammophila";0,000230354772328301;0
"Sminthopsis ooldea";0,000230354772328301;0
"Sminthopsis murina";0,000230354772328301;0
"Sminthopsis macroura";0,000230354772328301;0
"Sminthopsis longicaudata";0,000230354772328301;0
"Sminthopsis leucopus";0,000230354772328301;0
"Sminthopsis douglasi";0,000230354772328301;0
"Sminthopsis hirtipes";0,000230354772328301;0
"Sminthopsis youngsoni";0,000230354772328301;0
"Sminthopsis fuliginosus";0,000230354772328301;0
"Sminthopsis dolichura";0,000230354772328301;0
"Sminthopsis crassicaudata";0,000230354772328301;0
"Sminthopsis butleri";0,000230354772328301;0
"Sminthopsis boullangerensis";0,000230354772328301;0
"Sminthopsis bindi";0,000230354772328301;0
"Sminthopsis archeri";0,000230354772328301;0
"Sminthopsis aitkeni";0,000230354772328301;0
"Sminthopsis granulipes";0,000230354772328301;0
"Sminthopsis gilberti";0,000230354772328301;0
"Planigale gilesi";0,000420223467052952;7,32972420318573e-208
"Planigale tenuirostris";0,000230354772328301;0
"Planigale novaeguineae";0,000230354772328301;0
"Planigale ingrami";0,000230354772328301;0
"Planigale maculata";0,000230354772328301;0
"Macrotis lagotis";0,000230354772328301;0
"Macrotis leucura";0,000230354772328301;0
"Isoodon auratus";0,000230354772328301;0
"Isoodon macrourus";0,000230354772328301;0
"Isoodon obesulus";0,000230354772328301;0
"Perameles nasuta";0,000230354772328301;0
"Perameles gunnii";0,000230354772328301;0
"Perameles eremiana";0,000230354772328301;0
"Perameles bougainville";0,000230354772328301;0
"Peroryctes raffrayana";0,000230354772328301;0
"Peroryctes broadbenti";0,000230354772328301;0
"Echymipera clara";0,000230354772328301;0
"Echymipera davidi";0,000230354772328301;0
"Echymipera echinista";0,000230354772328301;0
"Echymipera kalubu";0,000230354772328301;0
"Echymipera rufescens";0,000230354772328301;0
"Microperoryctes longicauda";0,000230354772328301;0
"Microperoryctes murina";0,000230354772328301;0
"Microperoryctes papuensis";0,000230354772328301;0
"Rhynchomeles prattorum";0,000230354772328301;0
"Phascolarctos cinereus";0,00056934889082708;1,13204844317899e-198
"Lasiorhinus krefftii";0,000230354772328301;0
"Lasiorhinus latifrons";0,000230354772328301;0
"Vombatus ursinus";0,000230354772328301;0
"Burramys parvus";0,00056934889082708;2,26409688635797e-198
"Cercartetus nanus";0,00056934889082708;4,52819377271594e-198
"Cercartetus caudatus";0,00056934889082708;9,05638754543188e-198
"Cercartetus concinnus";0,00056934889082708;1,81127750908638e-197
"Cercartetus lepidus";0,00056934889082708;3,62255501817275e-197
"Ailurops melanotis";0,00116634285694521;1,44575466027187e-96
"Ailurops ursinus";0,00116634285694521;1,44575466027187e-96
"Phalanger lullulae";0,00056934889082708;7,24511003634551e-197
"Phalanger vestitus";0,00056934889082708;1,4490220072691e-196
"Phalanger sericeus";0,00056934889082708;2,8980440145382e-196
"Phalanger rothschildi";0,00056934889082708;5,7960880290764e-196
"Phalanger ornatus";0,00056934889082708;1,15921760581528e-195
"Phalanger orientalis";0,00056934889082708;2,31843521163056e-195
"Phalanger mimicus";0,00056934889082708;4,63687042326112e-195
"Phalanger matabiru";0,00056934889082708;9,27374084652225e-195
"Phalanger intercastellanus";0,00056934889082708;1,85474816930445e-194
"Phalanger gymnotis";0,00056934889082708;3,7094963386089e-194
"Phalanger carmelitae";0,00056934889082708;7,4189926772178e-194
"Phalanger alexandrae";0,00056934889082708;1,48379853544356e-193
"Phalanger matanim";0,00056934889082708;2,96759707088712e-193
"Spilocuscus rufoniger";0,00056934889082708;5,93519414177424e-193
"Spilocuscus kraemeri";0,00056934889082708;1,18703882835485e-192
"Spilocuscus maculatus";0,00056934889082708;2,3740776567097e-192
"Spilocuscus papuensis";0,00056934889082708;4,74815531341939e-192
"Strigocuscus celebensis";0,00056934889082708;9,49631062683878e-192
"Strigocuscus pelengensis";0,00056934889082708;1,89926212536776e-191
"Trichosurus arnhemensis";0,00056934889082708;3,79852425073551e-191
"Trichosurus caninus";0,00056934889082708;7,59704850147103e-191
"Trichosurus cunninghami";0,00056934889082708;1,51940970029421e-190
"Trichosurus johnstonii";0,00056934889082708;3,03881940058841e-190
"Trichosurus vulpecula";0,00056934889082708;6,07763880117682e-190
"Wyulda squamicaudata";0,00056934889082708;1,21552776023536e-189
"Hemibelideus lemuroides";0,00056934889082708;2,43105552047073e-189
"Petauroides volans";0,00056934889082708;4,86211104094146e-189
"Petropseudes dahli";0,00056934889082708;9,72422208188291e-189
"Pseudocheirus peregrinus";0,00056934889082708;1,94484441637658e-188
"Pseudochirulus caroli";0,00056934889082708;3,88968883275316e-188
"Pseudochirulus schlegeli";0,00056934889082708;7,77937766550633e-188
"Pseudochirulus mayeri";0,00056934889082708;1,55587553310127e-187
"Pseudochirulus larvatus";0,00056934889082708;3,11175106620253e-187
"Pseudochirulus herbertensis";0,00056934889082708;6,22350213240506e-187
"Pseudochirulus forbesi";0,00056934889082708;1,24470042648101e-186
"Pseudochirulus cinereus";0,00056934889082708;2,48940085296203e-186
"Pseudochirulus canescens";0,00056934889082708;4,97880170592405e-186
"Pseudochirops albertisii";0,00056934889082708;9,9576034118481e-186
"Pseudochirops archeri";0,00056934889082708;1,99152068236962e-185
"Pseudochirops corinnae";0,00056934889082708;3,98304136473924e-185
"Pseudochirops coronatus";0,00056934889082708;7,96608272947848e-185
"Pseudochirops cupreus";0,00056934889082708;1,5932165458957e-184
"Dactylopsila tatei";0,00056934889082708;3,18643309179139e-184
"Dactylopsila trivirgata";0,00056934889082708;6,37286618358279e-184
"Dactylopsila palpator";0,00056934889082708;1,27457323671656e-183
"Dactylopsila megalura";0,00056934889082708;2,54914647343311e-183
"Gymnobelideus leadbeateri";0,00056934889082708;5,09829294686623e-183
"Petaurus abidi";0,00056934889082708;1,01965858937325e-182
"Petaurus breviceps";0,00056934889082708;2,03931717874649e-182
"Petaurus norfolcensis";0,00056934889082708;4,07863435749298e-182
"Petaurus australis";0,00056934889082708;8,15726871498597e-182
"Petaurus gracilis";0,00056934889082708;1,63145374299719e-181
"Petaurus biacensis";0,00056934889082708;3,26290748599439e-181
"Tarsipes rostratus";0,00056934889082708;6,52581497198877e-181
"Acrobates pygmaeus";0,00056934889082708;1,30516299439775e-180
"Distoechurus pennatus";0,00056934889082708;2,61032598879551e-180
"Lagorchestes leporides";0,000230354772328301;0
"Lagorchestes hirsutus";0,000230354772328301;0
"Lagorchestes conspicillatus";0,000230354772328301;0
"Lagorchestes asomatus";0,000230354772328301;0
"Macropus fuliginosus";0,000855956453590733;2,42267896705114e-85
"Macropus giganteus";0,000855956453590733;4,84535793410227e-85
"Macropus parryi";0,000855956453590733;9,69071586820455e-85
"Macropus dorsalis";0,000855956453590733;1,93814317364091e-84
"Macropus eugenii";0,000855956453590733;3,87628634728182e-84
"Macropus greyi";0,000855956453590733;7,75257269456364e-84
"Macropus parma";0,000855956453590733;1,55051453891273e-83
"Macropus agilis";0,000855956453590733;3,10102907782545e-83
"Macropus rufogriseus";0,000855956453590733;6,20205815565091e-83
"Macropus irma";0,000855956453590733;1,24041163113018e-82
"Macropus antilopinus";0,000855956453590733;2,48082326226036e-82
"Macropus robustus";0,000855956453590733;4,96164652452073e-82
"Macropus bernardus";0,000855956453590733;9,92329304904145e-82
"Macropus rufus";0,000855956453590733;1,98465860980829e-81
"Dendrolagus inustus";0,00954812638707777;7,11092729018208e-09
"Dendrolagus lumholtzi";0,00954812638707777;1,42218545803642e-08
"Dendrolagus matschiei";0,00954812638707777;2,84437091607283e-08
"Dendrolagus mbaiso";0,00954812638707777;5,68874183214567e-08
"Dendrolagus pulcherrimus";0,00954812638707777;1,13774836642913e-07
"Dendrolagus scottae";0,00954812638707777;2,27549673285827e-07
"Dendrolagus spadix";0,00954812638707777;4,55099346571653e-07
"Dendrolagus stellarum";0,00954812638707777;9,10198693143307e-07
"Dendrolagus ursinus";0,00954812638707777;1,82039738628661e-06
"Dendrolagus bennettianus";0,00954812638707777;3,64079477257323e-06
"Dendrolagus dorianus";0,00954812638707777;7,28158954514645e-06
"Dendrolagus goodfellowi";0,00954812638707777;1,45631790902929e-05
"Dorcopsis luctuosa";0,000855956453590733;3,96931721961658e-81
"Dorcopsis muelleri";0,000855956453590733;7,93863443923316e-81
"Dorcopsis hageni";0,000855956453590733;1,58772688784663e-80
"Dorcopsis atrata";0,000855956453590733;3,17545377569327e-80
"Dorcopsulus vanheurni";0,000420223467052952;1,46594484063715e-207
"Dorcopsulus macleayi";0,000230354772328301;0
"Onychogalea unguifera";0,000230354772328301;0
"Onychogalea lunata";0,000230354772328301;0
"Onychogalea fraenata";0,000230354772328301;0
"Petrogale purpureicollis";0,000230354772328301;0
"Petrogale coenensis";0,000230354772328301;0
"Petrogale burbidgei";0,000230354772328301;0
"Petrogale brachyotis";0,000230354772328301;0
"Petrogale assimilis";0,000230354772328301;0
"Petrogale godmani";0,000230354772328301;0
"Petrogale xanthopus";0,000230354772328301;0
"Petrogale sharmani";0,000230354772328301;0
"Petrogale herberti";0,000230354772328301;0
"Petrogale inornata";0,000230354772328301;0
"Petrogale lateralis";0,000230354772328301;0
"Petrogale mareeba";0,000230354772328301;0
"Petrogale concinna";0,000230354772328301;0
"Petrogale persephone";0,000230354772328301;0
"Petrogale rothschildi";0,000230354772328301;0
"Petrogale penicillata";0,000230354772328301;0
"Setonix brachyurus";0,000230354772328301;0
"Thylogale calabyi";0,000855956453590733;6,35090755138653e-80
"Thylogale browni";0,000855956453590733;1,27018151027731e-79
"Thylogale thetis";0,000855956453590733;2,54036302055461e-79
"Thylogale stigmatica";0,000855956453590733;5,08072604110922e-79
"Thylogale lanatus";0,000855956453590733;1,01614520822184e-78
"Thylogale brunii";0,000855956453590733;2,03229041644369e-78
"Thylogale billardierii";0,000855956453590733;4,06458083288738e-78
"Wallabia bicolor";0,000230354772328301;0
"Lagostrophus fasciatus";0,000230354772328301;0
"Hypsiprymnodon moschatus";0,00097660893086848;1,66579204854035e-106
"Aepyprymnus rufescens";0,000230354772328301;0
"Bettongia lesueur";0,000230354772328301;0
"Bettongia penicillata";0,000230354772328301;0
"Bettongia tropica";0,000230354772328301;0
"Bettongia gaimardi";0,000230354772328301;0
"Caloprymnus campestris";0,000230354772328301;0
"Potorous platyops";0,000230354772328301;0
"Potorous gilbertii";0,000230354772328301;0
"Potorous longipes";0,000230354772328301;0
"Potorous tridactylus";0,000230354772328301;0
"Geogale aurita";0,000230354772328301;0
"Limnogale mergulus";0,000230354772328301;0
"Microgale longicaudata";0,000420223467052952;2,93188968127429e-207
"Microgale thomasi";0,000420223467052952;5,86377936254858e-207
"Microgale talazaci";0,000420223467052952;1,17275587250972e-206
"Microgale taiva";0,000420223467052952;2,34551174501943e-206
"Microgale soricoides";0,000420223467052952;4,69102349003886e-206
"Microgale pusilla";0,000420223467052952;9,38204698007773e-206
"Microgale principula";0,000420223467052952;1,87640939601555e-205
"Microgale parvula";0,000420223467052952;3,75281879203109e-205
"Microgale monticola";0,000420223467052952;7,50563758406218e-205
"Microgale gymnorhyncha";0,000420223467052952;1,50112751681244e-204
"Microgale gracilis";0,000420223467052952;3,00225503362487e-204
"Microgale fotsifotsy";0,000420223467052952;6,00451006724975e-204
"Microgale dryas";0,000420223467052952;1,20090201344995e-203
"Microgale drouhardi";0,000420223467052952;2,4018040268999e-203
"Microgale dobsoni";0,000420223467052952;4,8036080537998e-203
"Microgale cowani";0,000420223467052952;9,60721610759959e-203
"Microgale brevicaudata";0,000420223467052952;1,92144322151992e-202
"Microgale nasoloi";0,000420223467052952;3,84288644303984e-202
"Oryzorictes hova";0,000230354772328301;0
"Oryzorictes tetradactylus";0,000230354772328301;0
"Micropotamogale lamottei";0,000230354772328301;0
"Micropotamogale ruwenzorii";0,000230354772328301;0
"Potamogale velox";0,000855956453590733;8,12916166577476e-78
"Echinops telfairi";0,000230354772328301;0
"Hemicentetes semispinosus";0,000230354772328301;0
"Hemicentetes nigriceps";0,000230354772328301;0
"Setifer setosus";0,000230354772328301;0
"Tenrec ecaudatus";0,000855956453590733;1,62583233315495e-77
"Carpitalpa arendsi";0,000420223467052952;7,68577288607968e-202
"Chlorotalpa duthieae";0,000420223467052952;1,53715457721594e-201
"Chlorotalpa sclateri";0,000420223467052952;3,07430915443187e-201
"Chrysochloris asiatica";0,000230354772328301;0
"Chrysochloris visagiei";0,000230354772328301;0
"Chrysochloris stuhlmanni";0,000230354772328301;0
"Chrysospalax trevelyani";0,000230354772328301;0
"Chrysospalax villosus";0,000230354772328301;0
"Cryptochloris zyli";0,000230354772328301;0
"Cryptochloris wintoni";0,000230354772328301;0
"Eremitalpa granti";0,000230354772328301;0
"Amblysomus corriae";0,00097660893086848;3,3315840970807e-106
"Amblysomus hottentotus";0,00097660893086848;6,66316819416141e-106
"Amblysomus marleyi";0,00097660893086848;1,33263363883228e-105
"Amblysomus robustus";0,00097660893086848;2,66526727766456e-105
"Amblysomus septentrionalis";0,00097660893086848;5,33053455532913e-105
"Calcochloris obtusirostris";0,000420223467052952;6,14861830886374e-201
"Calcochloris leucorhinus";0,000420223467052952;1,22972366177275e-200
"Calcochloris tytonis";0,000420223467052952;2,4594473235455e-200
"Neamblysomus julianae";0,00097660893086848;1,06610691106583e-104
"Neamblysomus gunningi";0,00097660893086848;2,13221382213165e-104
"Elephantulus rupestris";0,00097660893086848;4,2644276442633e-104
"Elephantulus brachyrhynchus";0,00097660893086848;8,5288552885266e-104
"Elephantulus edwardii";0,00097660893086848;1,70577105770532e-103
"Elephantulus fuscipes";0,00097660893086848;3,41154211541064e-103
"Elephantulus fuscus";0,00097660893086848;6,82308423082128e-103
"Elephantulus intufi";0,00097660893086848;1,36461684616426e-102
"Elephantulus myurus";0,00097660893086848;2,72923369232851e-102
"Elephantulus revoili";0,00097660893086848;5,45846738465703e-102
"Elephantulus rozeti";0,00097660893086848;1,09169347693141e-101
"Elephantulus rufescens";0,00097660893086848;2,18338695386281e-101
"Macroscelides proboscideus";0,00097660893086848;4,36677390772562e-101
"Petrodromus tetradactylus";0,00097660893086848;8,73354781545124e-101
"Rhynchocyon chrysopygus";0,00097660893086848;1,74670956309025e-100
"Rhynchocyon cirnei";0,00097660893086848;3,4934191261805e-100
"Rhynchocyon petersi";0,00097660893086848;6,98683825236099e-100
"Orycteropus afer";0,000855956453590733;3,2516646663099e-77
"Dendrohyrax arboreus";0,0105721605604821;2,27549673285827e-07
"Dendrohyrax dorsalis";0,0105721605604821;4,55099346571653e-07
"Heterohyrax brucei";0,00431731354070018;7,82945733866678e-26
"Procavia capensis";0,00151184539391172;9,11809314729172e-50
"Elephas maximus";0,000420223467052952;4,91889464709099e-200
"Loxodonta africana";0,000420223467052952;9,83778929418198e-200
"Loxodonta cyclotis";0,000420223467052952;1,9675578588364e-199
"Dugong dugon";0,0051614638952913;3,26302924362586e-21
"Trichechus inunguis";0,0051614638952913;3,26302924362586e-21
"Trichechus manatus";0,0051614638952913;6,52605848725172e-21
"Trichechus senegalensis";0,0051614638952913;1,30521169745034e-20
"Dasypus septemcinctus";0,000230354772328301;0
"Dasypus yepesi";0,000230354772328301;0
"Dasypus sabanicola";0,000230354772328301;0
"Dasypus pilosus";0,000230354772328301;0
"Dasypus novemcinctus";0,000230354772328301;0
"Dasypus kappleri";0,000230354772328301;0
"Dasypus hybridus";0,000230354772328301;0
"Calyptophractus retusus";0,000230354772328301;0
"Chaetophractus nationi";0,000420223467052952;3,93511571767279e-199
"Chaetophractus vellerosus";0,000420223467052952;7,87023143534559e-199
"Chaetophractus villosus";0,000420223467052952;1,57404628706912e-198
"Chlamyphorus truncatus";0,000230354772328301;0
"Euphractus sexcinctus";0,000420223467052952;3,14809257413824e-198
"Zaedyus pichiy";0,000420223467052952;6,29618514827647e-198
"Cabassous unicinctus";0,000855956453590733;6,50332933261981e-77
"Cabassous centralis";0,000855956453590733;1,30066586652396e-76
"Cabassous chacoensis";0,000855956453590733;2,60133173304792e-76
"Cabassous tatouay";0,000855956453590733;5,20266346609585e-76
"Priodontes maximus";0,000230354772328301;0
"Tolypeutes matacus";0,000420223467052952;1,25923702965529e-197
"Tolypeutes tricinctus";0,000420223467052952;2,51847405931059e-197
"Bradypus pygmaeus";0,00954812638707777;2,91263581805858e-05
"Bradypus torquatus";0,00954812638707777;5,82527163611716e-05
"Bradypus tridactylus";0,00954812638707777;0,000116505432722343
"Bradypus variegatus";0,00954812638707777;0,000233010865444687
"Choloepus didactylus";0,00056934889082708;5,22065197759102e-180
"Choloepus hoffmanni";0,00056934889082708;1,0441303955182e-179
"Cyclopes didactylus";0,00056934889082708;2,08826079103641e-179
"Myrmecophaga tridactyla";0,000420223467052952;5,03694811862118e-197
"Tamandua mexicana";0,0107663286827312;2,26253230065866e-07
"Tamandua tetradactyla";0,0107663286827312;4,52506460131732e-07
"Anathana ellioti";0,00097660893086848;1,3973676504722e-99
"Dendrogale melanura";0,00116634285694521;2,89150932054374e-96
"Dendrogale murina";0,00116634285694521;5,78301864108748e-96
"Tupaia moellendorffi";0,00097660893086848;2,7947353009444e-99
"Tupaia gracilis";0,00097660893086848;5,5894706018888e-99
"Tupaia tana";0,00097660893086848;1,11789412037776e-98
"Tupaia splendidula";0,00097660893086848;2,23578824075552e-98
"Tupaia picta";0,00097660893086848;4,47157648151104e-98
"Tupaia palawanensis";0,00097660893086848;8,94315296302207e-98
"Tupaia nicobarica";0,00097660893086848;1,78863059260441e-97
"Tupaia montana";0,00097660893086848;3,57726118520883e-97
"Tupaia belangeri";0,00097660893086848;7,15452237041766e-97
"Tupaia javanica";0,00097660893086848;1,43090447408353e-96
"Tupaia minor";0,00097660893086848;2,86180894816706e-96
"Tupaia glis";0,00097660893086848;5,72361789633413e-96
"Tupaia dorsalis";0,00097660893086848;1,14472357926683e-95
"Tupaia chrysogaster";0,00097660893086848;2,28944715853365e-95
"Tupaia longipes";0,00097660893086848;4,5788943170673e-95
"Urogale everetti";0,00431731354070018;7,82945733866678e-26
"Ptilocercus lowii";0,00056934889082708;4,17652158207281e-179
"Cynocephalus volans";0,00056934889082708;8,35304316414563e-179
"Galeopterus variegates";0,00056934889082708;1,67060863282913e-178
"Allocebus trichotis";0,00056934889082708;3,34121726565825e-178
"Cheirogaleus crossleyi";0,00056934889082708;6,6824345313165e-178
"Cheirogaleus major";0,00056934889082708;1,3364869062633e-177
"Cheirogaleus medius";0,00056934889082708;2,6729738125266e-177
"Cheirogaleus minusculus";0,00056934889082708;5,3459476250532e-177
"Cheirogaleus ravus";0,00056934889082708;1,06918952501064e-176
"Cheirogaleus sibreei";0,00056934889082708;2,13837905002128e-176
"Cheirogaleus adipicaudatus";0,00056934889082708;4,27675810004256e-176
"Microcebus murinus";0,00056934889082708;8,55351620008512e-176
"Microcebus tavaratra";0,00056934889082708;1,71070324001702e-175
"Microcebus sambiranensis";0,00056934889082708;3,42140648003405e-175
"Microcebus rufus";0,00056934889082708;6,8428129600681e-175
"Microcebus griseorufus";0,00056934889082708;1,36856259201362e-174
"Microcebus berthae";0,00056934889082708;2,73712518402724e-174
"Microcebus myoxinus";0,00056934889082708;5,47425036805448e-174
"Microcebus ravelobensis";0,00056934889082708;1,0948500736109e-173
"Mirza coquereli";0,00056934889082708;2,18970014722179e-173
"Phaner electromontis";0,00056934889082708;4,37940029444358e-173
"Phaner furcifer";0,00056934889082708;8,75880058888717e-173
"Phaner pallescens";0,00056934889082708;1,75176011777743e-172
"Phaner parienti";0,00056934889082708;3,50352023555487e-172
"Eulemur albocollaris";0,00116634285694521;1,1566037282175e-95
